Date,Average Temperature,Minimum Temperature,Maximum Temperature,Precipitation,Wind Direction,Wind Speed,Air Pressure
18/05/2014,14.9,11.1,17.2,0,,14.8,1017.9
19/05/2014,14.9,11.1,20,1.3,318,21.2,1017.5
20/05/2014,14.7,11.7,20.6,0,,15.1,1015.3
21/05/2014,14.9,11.1,18.3,0,,11.9,1015
22/05/2014,12.8,10.6,15,6.4,,12.2,1012.9
23/05/2014,12.6,11.1,13.9,0.5,,13.7,1013.5
24/05/2014,12.7,11.1,16.1,4.6,60,13,1016.4
25/05/2014,13.3,11.1,18.9,0,,11.2,1017.7
26/05/2014,18.6,12.8,26.1,0.3,237,19.4,1012.1
27/05/2014,17.7,10,23.3,12.2,,18.4,1011.9
28/05/2014,9.7,6.7,10,2,43,24.1,1017.9
29/05/2014,10.3,6.1,14.4,0,57,12.2,1023
30/05/2014,13.4,8.9,18.9,2.8,,13,1018
31/05/2014,12.8,11.1,15.6,0,,15.5,1022
01/06/2014,14.7,10.6,18.9,0,81,13,1025.8
02/06/2014,19.9,13.3,28.3,0,206,14.4,1020.1
03/06/2014,18.6,13.9,22.2,0,130,16.9,1014.8
04/06/2014,14.6,12.8,15.6,3.6,,10.1,
05/06/2014,14.6,13.9,15.6,19.8,,11.5,1006.3
06/06/2014,18.6,13.9,24.4,0,,17.6,1007.8
07/06/2014,21.3,16.1,26.7,0,,13.3,1012.2
08/06/2014,23.1,19.4,27.2,0,,12.6,1012.7
09/06/2014,22.6,18.9,27.2,0,231,17.6,1013.9
10/06/2014,20.1,15,26.1,21.6,144,14,1015.3
11/06/2014,16.1,14.4,17.2,0,63,15.5,1021.3
12/06/2014,16.1,15,18.9,0,97,18.4,1020.3
13/06/2014,16.4,15,17.8,13.7,73,15.5,1013.1
14/06/2014,17.8,14.4,25,0.3,,12.2,1010.2
15/06/2014,20.6,14.4,26.7,0,310,19.8,1014.6
16/06/2014,20.3,16.7,22.8,0,42,16.2,1018.8
17/06/2014,22.6,16.7,28.9,0.5,204,18,1015.5
18/06/2014,25.3,20,30.6,0,271,23,1009.2
19/06/2014,25.1,19.4,28.9,0,315,17.3,1013.4
20/06/2014,21.5,16.1,25,0,318,18.7,1013.4
21/06/2014,18.6,13.9,23.9,0,,11.2,1013.6
22/06/2014,18.8,15,21.7,0,,12.6,1015.1
23/06/2014,19.1,15,25,0,,14,1019.9
24/06/2014,21.4,15.6,28.9,0,197,20.2,1019.6
25/06/2014,24.3,18.9,31.7,0,211,23.8,1013.5
26/06/2014,21.8,15.6,27.2,7.1,112,15.5,1011.3
27/06/2014,18.7,15,22.2,0,73,12.2,1019.7
28/06/2014,21.7,15,26.7,0,,10.8,1024.2
29/06/2014,23.2,16.7,30,0,,14.4,1022.3
30/06/2014,24.4,17.8,31.7,0,223,21.6,1016
01/07/2014,26,20.6,31.7,0,214,22.3,1011.2
02/07/2014,27.2,22.8,32.8,0,202,24.1,1011.5
03/07/2014,26.9,20.6,33.3,7.1,,16.2,1013.4
04/07/2014,22.3,17.8,24.4,47.8,,13,
05/07/2014,20.2,15,26.7,8.9,285,27.4,1012.5
06/07/2014,24.4,18.9,29.4,0,244,24.5,1013.7
07/07/2014,24.9,20.6,31.1,2,215,23.4,1008.7
08/07/2014,27.1,22.8,33.3,0,219,24.1,1007.2
09/07/2014,26.2,22.8,31.1,0,218,22.3,1009.2
10/07/2014,24.9,18.9,27.8,0,270,12.6,1017.6
11/07/2014,20.9,17.2,22.8,0,,10.8,1022.4
12/07/2014,21.3,16.7,26.7,0,,13.3,1022
13/07/2014,24.1,20,29.4,0,201,24.8,1016.4
14/07/2014,24.5,21.7,30,17,200,15.8,1011.8
15/07/2014,24.4,21.7,29.4,0,190,17.3,1009.1
16/07/2014,22.9,20.6,24.4,21.6,196,12.6,
17/07/2014,22.5,19.4,27.2,0,,13,1013.5
18/07/2014,22.2,18.3,24.4,0,123,12.6,1021.4
19/07/2014,19.6,17.2,22.2,0,,8.3,1024.1
20/07/2014,18.9,16.1,22.2,0,,11.2,1022.2
21/07/2014,18.8,16.1,22.8,0,,9.4,1021.8
22/07/2014,22.2,17.2,30.6,0,,15.5,1018.7
23/07/2014,26.8,21.7,33.3,0,219,20.9,1011
24/07/2014,22.8,17.2,24.4,0,,12.2,1009.6
25/07/2014,21.4,16.7,28.3,0,,12.6,1013.8
26/07/2014,23.6,17.8,29.4,0,219,19.1,1013.5
27/07/2014,21.9,18.9,26.7,8.9,196,15.1,
28/07/2014,23.2,18.3,28.9,2.8,,16.9,
29/07/2014,21.7,17.8,26.1,0,,14.8,1008
30/07/2014,21.1,17.2,25.6,0,,10.4,1015.3
31/07/2014,21.9,16.7,27.2,0,,16.2,1018.7
01/08/2014,22.3,18.3,27.8,0,,14.4,1022.4
02/08/2014,20.1,16.7,22.2,0.8,,8.3,1022.5
03/08/2014,18.1,16.7,21.1,0,,8.3,1019.5
04/08/2014,21,16.7,26.7,0,,12.6,1016.5
05/08/2014,24.3,21.1,27.8,0,,12.2,1014.8
06/08/2014,23.8,21.1,28.3,0.3,,13,1009.9
07/08/2014,22.3,17.8,26.1,0.3,,13.7,1011.6
08/08/2014,21.7,16.1,29.4,0,,15.5,1014.9
09/08/2014,22.5,18.3,25.6,0,207,12.6,1017.6
10/08/2014,23.2,18.9,26.7,0,98,12.2,1019.4
11/08/2014,22.9,18.3,28.9,0,,14.4,1020.1
12/08/2014,22.3,17.8,27.8,0,,14,1019.1
13/08/2014,19.3,17.8,20.6,26.9,115,23,1009.7
14/08/2014,20.2,16.7,25,0,273,18.4,1007.7
15/08/2014,19.7,15.6,23.9,0,,13,1011.5
16/08/2014,20.4,16.1,25.6,0,233,18.4,1013.7
17/08/2014,21.9,17.8,27.2,0,255,14,1009.7
18/08/2014,21.1,16.7,26.1,0,,15.5,1009.6
19/08/2014,19.1,15,23.3,0,,12.2,1012.8
20/08/2014,19.3,15,23.3,0,,8.3,1016.2
21/08/2014,18.7,15.6,22.2,0,,10.1,1018.5
22/08/2014,19.6,17.2,22.2,2,37,16.6,1018.8
23/08/2014,19.1,16.1,22.2,0,35,14.4,
24/08/2014,20.1,17.2,23.9,0,,9.7,1020.1
25/08/2014,22.7,19.4,27.2,0,,10.8,1020
26/08/2014,23.3,17.8,29.4,0,185,16.9,1019.5
27/08/2014,25.3,19.4,32.8,0.5,225,20.2,1013.4
28/08/2014,24.5,17.8,27.8,0,323,20.2,1010.3
29/08/2014,18.9,15,21.7,0,46,16.6,1020.9
30/08/2014,19.2,14.4,26.1,0,,16.6,1023.9
31/08/2014,23.7,19.4,29.4,13.7,217,21.6,1016.9
01/09/2014,24.9,22.2,29.4,0,,12.6,1013.9
02/09/2014,26.4,21.7,33.9,0.3,209,14,1010.7
03/09/2014,25.3,22.2,29.4,0,276,18.7,1012.4
04/09/2014,23.7,18.9,28.3,0,,13.7,1020.2
05/09/2014,25.5,19.4,32.8,0,212,19.1,1018.8
06/09/2014,27.1,20.6,33.3,5.6,231,23.4,1011.4
07/09/2014,20.8,17.2,24.4,3.8,6,12.2,1017.4
08/09/2014,18.5,15,21.7,0,,16.2,1027.1
09/09/2014,18.1,16.1,20.6,0,64,15.5,1026.2
10/09/2014,17.7,15.6,21.1,0,,12.6,1020.2
11/09/2014,20.2,16.7,26.7,0,201,21.2,1012.3
12/09/2014,18.7,13.3,20,0,,14,1017.9
13/09/2014,15.4,11.7,19.4,3.3,,17.3,1022.8
14/09/2014,15.2,11.1,18.9,0,,15.5,1021.9
15/09/2014,13.5,8.9,19.4,0,,10.8,1022.1
16/09/2014,15.1,12.8,18.3,0,,7.6,1016.4
17/09/2014,16.4,12.2,20.6,0,,10.8,1015.2
18/09/2014,17.4,12.8,23.9,0,,11.5,1015.1
19/09/2014,12.4,7.8,13.3,0,51,16.9,1027.5
20/09/2014,14.3,8.3,22.8,0,189,18.4,1024.9
21/09/2014,20.4,17.2,27.8,0.3,,12.2,
22/09/2014,20.5,11.7,23.3,0,267,24.5,1007
23/09/2014,15.1,10,22.2,0,,11.2,1024.2
24/09/2014,16.1,12.2,18.9,0,44,15.5,1035
25/09/2014,14.7,11.7,16.7,0,52,11.2,1030.3
26/09/2014,16,12.2,20.6,0,,7.9,1022.6
27/09/2014,20.3,15.6,27.2,0,,8.6,1020.9
28/09/2014,21.7,15.6,30.6,0,,7.9,1018.5
29/09/2014,20.6,13.9,23.3,0,354,15.5,1015
30/09/2014,13.8,13.3,13.9,4.6,19,15.1,1016.6
01/10/2014,13.8,13.3,13.9,29.5,25,25.9,1017.9
02/10/2014,12.7,10.6,13.3,4.1,19,22.3,1020.8
03/10/2014,11,8.9,12.8,0.3,5,12.2,1017.9
04/10/2014,12.9,11.7,17.2,8.9,,12.2,
05/10/2014,13.7,9.4,16.1,0,258,18.7,1006.6
06/10/2014,12.4,6.1,19.4,0,,12.2,1018.5
07/10/2014,16.9,12.8,22.8,0.3,170,20.9,1018.3
08/10/2014,19.4,14.4,22.8,0.3,217,23,1009
09/10/2014,15.1,10,18.9,0,,19.1,1013.1
10/10/2014,14.1,10.6,17.2,0,,15.5,1017.8
11/10/2014,10.9,8.3,12.2,7.9,,7.9,1019.5
12/10/2014,10.5,6.7,15,0,301,14.8,1023.6
13/10/2014,11.9,7.2,17.2,0,,12.2,1026.7
14/10/2014,19,13.9,25.6,0,199,17.3,1023.1
15/10/2014,20.2,16.1,27.2,0,169,14.8,1018.7
16/10/2014,19.2,15.6,21.1,16,,16.6,1010.4
17/10/2014,17.5,13.9,21.7,0,213,18.4,1004
18/10/2014,16.6,12.8,21.7,0,218,18.4,1001.5
19/10/2014,11.9,6.1,13.3,0,310,23,1008
20/10/2014,8.3,3.9,14.4,0,244,17.3,1016
21/10/2014,12.5,9.4,16.7,0,,11.9,1014.5
22/10/2014,11.8,10,13.3,22.1,20,40,1013.7
23/10/2014,10.7,8.9,12.2,57.2,12,39.6,1004.2
24/10/2014,9.6,7.8,11.1,1.3,322,18,1005.5
25/10/2014,11.8,7.8,17.8,0,262,15.5,1004.7
26/10/2014,13.1,8.3,15,0,268,21.6,999.5
27/10/2014,11.8,7.8,17.2,0,280,18,1010.9
28/10/2014,11.4,7.2,15.6,0,,6.1,1016.3
29/10/2014,15.6,11.1,23.3,0.5,,10.8,1010.7
30/10/2014,11.8,7.8,15,0,298,13.3,1013.3
31/10/2014,9.3,7.2,12.2,0,39,16.9,1016.2
01/11/2014,7.8,3.9,9.4,15,5,27.4,1011.1
02/11/2014,3.8,1.1,5.6,7.9,330,33.5,1005.8
03/11/2014,6.1,2.2,11.7,0,279,23.4,1013.9
04/11/2014,10.1,7.2,13.9,0,,9.7,1018.6
05/11/2014,14.2,8.3,18.9,0,,14.8,1016.6
06/11/2014,9.9,7.8,10.6,15,,8.3,1012.1
07/11/2014,8.4,3.9,9.4,0,300,23,
08/11/2014,5,1.7,8.9,0,250,16.6,1012.5
09/11/2014,8.2,4.4,13.3,0,258,12.6,1013.4
10/11/2014,8.7,2.8,14.4,0,,8.3,1020.4
11/11/2014,10.1,5.6,17.2,0,,8.6,1019.3
12/11/2014,11.4,7.8,15.6,0,,7.9,1013.1
13/11/2014,7.5,3.3,10,1.5,,12.2,1016.4
14/11/2014,4.2,0.6,6.7,5.8,307,18,1014.4
15/11/2014,1.5,-1,4.4,0,295,15.1,1023.7
16/11/2014,2.1,-1.6,5.6,0,221,13,1025.8
17/11/2014,5.3,2.8,8.9,41.7,,9.4,1008.7
18/11/2014,4.1,-2.7,6.7,0,271,25.2,
19/11/2014,-1.6,-4.3,2.8,0,246,22.7,1018.3
20/11/2014,2.6,-0.5,8.9,0,245,22.3,1012.1
21/11/2014,0.1,-2.7,2.2,0,285,24.5,1020.7
22/11/2014,0.2,-4.3,6.7,0,234,25.9,1025
23/11/2014,8.6,5.6,15,0,223,15.1,1019.5
24/11/2014,11.8,5.6,18.3,7.1,,23.4,1008.3
25/11/2014,15.1,8.9,16.7,0,232,18.7,1011.4
26/11/2014,7,0.6,10,36.6,349,23.8,1016.7
27/11/2014,2,-0.5,3.3,0.5,319,16.6,1012.5
28/11/2014,-0.4,-2.7,1.7,2.8,312,17.3,1018.4
29/11/2014,-1.9,-4.9,1.1,0,,11.5,1026.2
30/11/2014,5.6,0,13.9,0,194,19.8,1020.3
01/12/2014,12.3,3.9,17.8,0.3,262,21.6,1019.6
02/12/2014,3.2,0.6,5.6,2.5,43,24.1,1036.4
03/12/2014,6.5,2.8,10.6,11.2,244,19.8,1018
04/12/2014,4.6,-1,6.1,0,287,18.7,1026.4
05/12/2014,0.5,-3.2,5.6,2.8,44,16.9,1036.1
06/12/2014,5.1,3.3,7.2,27.7,,13,1024
07/12/2014,2.1,-6,3.3,3.3,350,24.1,1032
08/12/2014,-5.6,-7.7,-1.6,0.8,352,21.2,1039.1
09/12/2014,3.6,-1.6,9.4,73.7,43,31.7,1016
10/12/2014,6.2,3.3,8.9,7.1,357,20.5,998.8
11/12/2014,2.4,0,3.9,0.5,227,20.9,1002.8
12/12/2014,1,-0.5,3.9,0,279,17.3,1010.7
13/12/2014,1.9,0,5.6,0,299,18.7,1009.7
14/12/2014,2.8,0.6,7.2,0,304,15.8,1010.1
15/12/2014,2.2,0,5.6,0,,9,1017
16/12/2014,3.4,1.7,6.7,0,,6.8,1019.2
17/12/2014,7,5,9.4,10.9,310,18.4,1007.5
18/12/2014,4.8,2.2,6.7,0.3,281,22,1008.3
19/12/2014,2.1,-1.6,2.8,0,304,17.6,1014.8
20/12/2014,-0.9,-2.7,2.2,0,347,15.5,1024.5
21/12/2014,0.7,-1,2.2,0,4,14.8,1026.6
22/12/2014,2.6,0.6,6.7,1.3,,12.2,1027.7
23/12/2014,6.4,5.6,8.3,6.4,59,20.5,1023.5
24/12/2014,6.4,5,7.8,14.2,,10.4,1013.8
25/12/2014,10.1,6.7,15,3.6,,22.7,
26/12/2014,6.9,2.8,10,0,254,16.9,1019.3
27/12/2014,6.9,3.3,11.1,0,254,14.8,1020.8
28/12/2014,7.9,4.4,11.1,0.3,249,21.6,1011.5
29/12/2014,4.1,-1,5,0,286,14,1019.5
30/12/2014,-2.4,-5.5,-1,0,314,15.8,1026.4
31/12/2014,-4.3,-6.6,-1,0,271,15.1,1024.5
01/01/2015,-3.3,-5.5,0.6,0,230,23,1016.1
02/01/2015,1.3,-0.5,5,0,256,20.5,1019.8
03/01/2015,-2.1,-5.5,2.8,15.7,,16.6,1034.7
04/01/2015,3.5,1.7,11.1,14.5,,13.3,
05/01/2015,4.2,-8.2,10,0,279,35.6,1014.2
06/01/2015,-8.2,-9.3,-7.7,0.5,,14,1023.7
07/01/2015,-7.3,-15.5,-3.2,0,268,25.2,1012.4
08/01/2015,-13.4,-18.2,-7.1,0,262,23,1024.3
09/01/2015,-4.8,-7.1,-1,0.3,237,23,1016.2
10/01/2015,-5.6,-8.2,-4.3,0,263,18.7,1026.9
11/01/2015,-6.1,-9.3,0.6,0,227,15.5,1035.3
12/01/2015,1.7,0.6,3.3,5.1,,15.1,
13/01/2015,-2.7,-9.3,1.7,0,349,16.9,1032.9
14/01/2015,-7.6,-9.9,-3.8,0,322,14,1030.4
15/01/2015,-3.3,-3.8,-0.5,3,305,15.5,1016.5
16/01/2015,-2.1,-9.3,3.3,0,261,25.2,1009.3
17/01/2015,-8.8,-12.7,-5.5,0,263,17.6,1026.1
18/01/2015,-0.2,-6.6,10.6,3.8,,15.8,
19/01/2015,5.7,0,7.8,0,262,24.5,1003.9
20/01/2015,0.8,-2.7,3.9,0,269,21.6,1009.9
21/01/2015,-2.7,-5.5,1.1,0,,10.8,1020.5
22/01/2015,0,-1.6,2.8,0,,11.2,1022.3
23/01/2015,-0.7,-4.3,2.8,0,,16.6,1021.3
24/01/2015,0.2,-0.5,1.1,18,302,16.6,999.7
25/01/2015,0.8,-7.1,3.3,0,279,23,1003.2
26/01/2015,-6.6,-11.6,-1.6,2.5,10,26.3,1018
27/01/2015,-7.6,-9.9,-7.1,24.1,343,35.6,1002.1
28/01/2015,-8.6,-10.5,-4.3,0.3,306,20.5,1014
29/01/2015,-5.9,-12.1,0,0,,6.8,1023.7
30/01/2015,-0.7,-7.1,1.1,1.5,254,19.1,1009.7
31/01/2015,-7.6,-11.6,-6,1.3,301,35.3,1010.9
01/02/2015,-7.1,-11,-1,0,286,19.1,1019.9
02/02/2015,-6.7,-12.1,-0.5,19.8,7,29.2,
03/02/2015,-10.5,-14.3,-5.5,0,266,20.9,1019.5
04/02/2015,-4.9,-9.9,3.3,0.3,208,15.1,1021.6
05/02/2015,-0.7,-13.8,2.2,2.3,300,23.8,1013.8
06/02/2015,-11.3,-14.9,-6,0,266,18.4,1019.3
07/02/2015,-5.2,-8.8,-1.6,1.8,229,17.3,
08/02/2015,-3.6,-10.5,-1.6,9.4,,21.6,
09/02/2015,-8.3,-9.9,-3.8,22.4,349,24.1,1019.8
10/02/2015,-6.7,-9.9,-1,1.3,359,18,1019.2
11/02/2015,-5.8,-9.9,-3.8,0.3,356,18.7,1018.1
12/02/2015,-6.2,-8.8,-1,0.8,,8.6,
13/02/2015,-8.8,-13.8,-5.5,0,298,24.8,1013.8
14/02/2015,-10.4,-16,-1,5.8,,15.5,1010.7
15/02/2015,-7.1,-18.8,-6.6,9.9,315,33.5,1000
16/02/2015,-14.2,-19.3,-7.1,0,288,31.7,1013.1
17/02/2015,-9.7,-12.1,-4.9,0.5,334,12.6,1013.9
18/02/2015,-4.8,-8.2,-1.6,0.3,345,8.6,1010.8
19/02/2015,-3.7,-12.1,-1,1.5,261,22.7,
20/02/2015,-11.4,-14.9,-6.6,0,272,29.9,1016.3
21/02/2015,-8.5,-15.5,1.1,4.3,207,18,1029.1
22/02/2015,0.8,-2.1,3.9,2.8,,8.3,
23/02/2015,-3,-15.5,0.6,0,296,23.4,1021.6
24/02/2015,-12.9,-16.6,-7.1,0,230,15.1,1022.5
25/02/2015,-5,-9.9,1.7,1.8,,17.3,1009
26/02/2015,-6,-8.2,-5.5,0.5,,14.8,1017.3
27/02/2015,-6.5,-9.3,-2.7,0,,13.3,1026.9
28/02/2015,-6.2,-11,-0.5,0,,14,1038.8
01/03/2015,-5,-11,-1,4.3,,9.7,1033.5
02/03/2015,-0.9,-3.2,2.8,0.3,281,23,1016.6
03/03/2015,-3.3,-6.6,0.6,6.6,253,16.2,1024.4
04/03/2015,2.3,0.6,6.1,0.5,238,18.4,1007.6
05/03/2015,0.8,-7.7,3.9,0,311,19.1,1017.7
06/03/2015,-7.9,-12.7,-4.3,0,,16.9,1029.9
07/03/2015,-3.7,-8.2,3.3,0,226,17.3,1019.7
08/03/2015,0.3,-4.3,5.6,0,,13.7,
09/03/2015,2.6,-3.2,8.9,0,,16.2,1019.4
10/03/2015,3.8,-0.5,8.9,1.5,,10.8,1023.8
11/03/2015,7.7,2.8,13.9,0.3,,18.7,1011
12/03/2015,3.9,-3.8,6.1,0,311,27.4,1024.4
13/03/2015,-1.3,-4.3,4.4,0,276,16.9,1034.1
14/03/2015,1.1,-0.5,3.9,20.3,,13,1018.1
15/03/2015,2.2,-2.7,5,6.9,305,22.3,
16/03/2015,0.7,-3.2,7.2,0,280,14,1011.4
17/03/2015,3.9,-2.1,10.6,3.6,242,23,1001.5
18/03/2015,-2.5,-5.5,-1,0,302,34.9,1011.3
19/03/2015,-3.8,-7.1,1.1,0,305,25.2,1022.2
20/03/2015,-2.5,-4.9,0,1.3,,5.8,1027
21/03/2015,-1.1,-2.1,5,2.3,,10.4,
22/03/2015,0.2,-6,3.9,0,293,28.8,1013
23/03/2015,-4.4,-7.7,0.6,0,289,24.5,1019.9
24/03/2015,-2.6,-6.6,1.7,0,,12.2,1026.1
25/03/2015,1.7,-2.1,9.4,1,,14.4,1027.2
26/03/2015,6.8,3.3,13.3,20.3,,14,
27/03/2015,5.5,2.8,6.7,5.3,,8.6,1005.9
28/03/2015,2.1,-1,4.4,3,,20.2,1008.9
29/03/2015,0.3,-3.2,5.6,0,,15.1,1020.1
30/03/2015,2.3,-1,7.2,0,217,20.9,1011
31/03/2015,5.8,2.8,10,0,275,19.8,1006.7
01/04/2015,3.9,-1,8.3,0,,16.2,1014.9
02/04/2015,6,-1,16.1,0,,20.5,1019.3
03/04/2015,12,7.2,15,0.8,220,19.4,1008.4
04/04/2015,8.6,2.2,11.1,9.9,,26.3,
05/04/2015,4.1,0,9.4,0,244,24.1,1019.9
06/04/2015,4.1,2.2,5.6,0,,14,1026.1
07/04/2015,4.1,2.2,5.6,0.8,,13,1025.9
08/04/2015,2.8,1.1,5.6,6.6,,27,1030.5
09/04/2015,1.9,0.6,2.8,2.3,55,26.6,1028.5
10/04/2015,4.4,2.2,12.8,2.3,,13,1013.7
11/04/2015,11.6,5.6,13.9,0,273,27.4,1010.4
12/04/2015,10.5,3.9,20,0,258,14.4,1022.8
13/04/2015,13.6,5,20.6,0,195,19.8,1024.9
14/04/2015,14.8,11.1,18.3,0.3,,17.6,1018.7
15/04/2015,14.8,10,19.4,0,324,18.7,1020.6
16/04/2015,10.3,5,15.6,0,,16.2,1029.3
17/04/2015,12,8.3,18.3,1.5,235,21.2,1016
18/04/2015,12.2,6.1,15.6,0,11,14,1013.4
19/04/2015,7.9,5,10,0,64,18.4,1023.4
20/04/2015,6.2,5,10.6,15.5,110,22.3,1018
21/04/2015,13.1,7.8,18.3,13.7,245,15.5,1002.8
22/04/2015,13.1,6.1,19.4,0,,23.8,1005.5
23/04/2015,8.4,3.3,10.6,0,269,25.6,1002.7
24/04/2015,6.1,2.8,10,0,290,24.8,1006.5
25/04/2015,7.3,2.2,13.3,0,312,16.9,1007
26/04/2015,8.6,6.1,13.3,0,,10.4,1004.4
27/04/2015,10.8,7.2,13.9,2.5,319,18.4,1001.7
28/04/2015,9.5,5.6,17.8,1.8,12,23,1005.2
29/04/2015,10.9,8.9,12.2,0,,14,1005.3
30/04/2015,9.9,6.7,12.8,0,94,14.4,1011.1
01/05/2015,7.4,3.9,9.4,0,,12.6,1015.8
02/05/2015,6.1,3.9,10,0,,11.2,1015.9
03/05/2015,11.8,7.2,19.4,0,,13.7,1017.8
04/05/2015,17.3,9.4,28.9,0,206,21.2,1020.3
05/05/2015,19.1,12.2,21.1,0.5,,15.5,1021
06/05/2015,16.1,11.1,22.8,0,,15.1,1023.8
07/05/2015,18.3,11.7,26.1,0,205,16.9,1020.6
08/05/2015,15.6,7.8,21.7,0,31,18.7,1022.1
09/05/2015,10.8,7.8,21.7,0,,12.2,1026
10/05/2015,21.9,15,31.7,0,221,21.6,1019.9
11/05/2015,19.8,10,26.7,0,67,15.5,1019.3
12/05/2015,14.1,8.9,30.6,0.5,,14.8,1009.5
13/05/2015,17.7,11.7,20.6,0,304,23,1014.1
14/05/2015,14.2,9.4,20.6,0,,15.1,1025.4
15/05/2015,14.9,8.9,19.4,0,,10.4,1024.5
16/05/2015,16.3,12.8,21.7,0,,12.6,1021.6
17/05/2015,16.2,11.1,19.4,0,,12.6,1020
18/05/2015,11.7,9.4,14.4,0,71,16.6,
19/05/2015,13.4,11.1,18.3,6.9,202,15.8,1012.9
20/05/2015,16.2,10.6,18.9,0,287,22.3,1008.1
21/05/2015,13.7,7.2,19.4,0,,15.5,1012.9
22/05/2015,16.5,11.1,24.4,0,259,20.9,1010.7
23/05/2015,13.1,6.7,18.3,0,287,21.2,1024.4
24/05/2015,18.6,10.6,28.3,0,236,25.2,1023.3
25/05/2015,21,14.4,27.2,0,209,17.3,1022.7
26/05/2015,22.8,17.8,30.6,0,217,26.3,1020.1
27/05/2015,23.5,18.3,29.4,0,206,25.9,1020
28/05/2015,23.1,17.8,30,0,214,21.2,1019.6
29/05/2015,19.6,12.8,22.2,0,,13,1024.8
30/05/2015,20.7,14.4,31.1,0,,23.4,1020.2
31/05/2015,19.6,8.9,25,23.1,238,22.3,
01/06/2015,9,8.3,9.4,9.7,42,22,1024.3
02/06/2015,8.5,7.8,9.4,18.8,33,18,1022.3
03/06/2015,9.9,8.3,13.3,0,,11.2,1023.9
04/06/2015,11.3,9.4,14.4,0,,10.1,1025.9
05/06/2015,12.2,10,15,0,,12.2,1019.3
06/06/2015,14.3,11.1,19.4,2.3,,11.2,1013.8
07/06/2015,15.2,11.7,19.4,0,63,17.3,1021.1
08/06/2015,17.3,11.7,24.4,0,199,26.6,1014.4
09/06/2015,20.6,17.8,25.6,0,198,21.2,1005.8
10/06/2015,21.9,16.7,27.8,0,247,17.6,1009
11/06/2015,23.9,17.8,31.1,0,242,22,1009.6
12/06/2015,23.2,18.3,26.1,0,,14.4,1013.2
13/06/2015,22.6,17.8,29.4,0,,13.7,1011.4
14/06/2015,21.1,16.7,23.3,0,,15.5,1017.7
15/06/2015,14.4,12.2,17.2,10.2,119,14.8,
16/06/2015,15.2,13.3,21.7,0,,7.6,1012.1
17/06/2015,18.8,15,20.6,0,51,15.8,1018.6
18/06/2015,18.1,13.9,24.4,0,190,16.6,1017.6
19/06/2015,20.5,17.2,30,0,,15.5,1012.4
20/06/2015,18.2,14.4,23.9,1,65,14.8,1019
21/06/2015,19.1,15.6,24.4,43.7,,9.7,1008
22/06/2015,18.7,16.1,25,0,,9.4,1011.5
23/06/2015,22.2,15.6,31.1,0.3,,18.4,1009.7
24/06/2015,24.4,19.4,28.9,0,297,18,1012
25/06/2015,22.9,17.8,27.2,0,,11.5,1015.1
26/06/2015,20,15,22.2,0,42,13.7,1016.1
27/06/2015,17,13.9,20,5.1,,11.5,1020.6
28/06/2015,14.8,11.1,15,36.3,41,28.8,
29/06/2015,15.3,11.7,23.9,0,,11.2,1010.4
30/06/2015,19.9,15.6,23.9,0,,11.2,1014.8
01/07/2015,20.8,16.7,27.8,13.7,170,18,1009
02/07/2015,22.4,17.8,26.7,0,,14.8,1010.9
03/07/2015,21.6,17.2,24.4,0,,13.7,1013.5
04/07/2015,19.2,16.7,22.2,0,,7.2,1015.3
05/07/2015,21.4,16.1,28.3,0,,13,1017.4
06/07/2015,23.8,20,26.7,0,,11.5,1020.3
07/07/2015,23.3,18.3,28.9,0.5,,16.9,1017.4
08/07/2015,26.2,20.6,31.1,0,265,18,1012.6
09/07/2015,20.3,17.2,20.6,3.8,64,13,1015.1
10/07/2015,19.4,15.6,25,28.4,,12.2,1012.4
11/07/2015,24.1,20,28.3,0,292,13.7,1016
12/07/2015,26.7,22.2,31.7,0,249,14.4,1014.4
13/07/2015,23.7,19.4,25,0,,10.4,1012.9
14/07/2015,21.7,18.3,27.8,0.8,,13,1006.8
15/07/2015,23.2,19.4,27.8,0,,11.9,1004.6
16/07/2015,18.5,15,20,0,59,18,1016.2
17/07/2015,19.4,15.6,23.9,0,,14.8,1018.4
18/07/2015,21.2,17.8,25.6,3.6,198,17.6,1014.4
19/07/2015,25.5,21.7,32.2,0,209,15.1,1008.8
20/07/2015,28.3,21.1,33.3,0,,14.8,1004.4
21/07/2015,25.4,21.1,27.2,0,,10.4,1002.7
22/07/2015,24.6,20.6,28.9,0,,18.7,1004.4
23/07/2015,23.2,19.4,27.8,0,,11.9,1010.5
24/07/2015,22.3,18.9,27.2,0.3,,14,
25/07/2015,18.8,16.7,20.6,0,51,14,1016.5
26/07/2015,20,17.2,26.1,0,180,13.3,1016.1
27/07/2015,23.9,20,30,1.5,,13,1015.7
28/07/2015,24,21.1,30,0,,13,1014.6
29/07/2015,26.6,21.7,33.3,0,,11.9,1013.1
30/07/2015,28.6,23.3,32.8,0.5,225,23,1010.1
31/07/2015,26.4,22.8,31.7,0,262,18,1008.2
01/08/2015,25.9,20,32.2,0,,16.9,1007.4
02/08/2015,25.6,20,31.1,0,,18.4,1011.2
03/08/2015,25.7,20,32.2,0,201,20.5,1009.6
04/08/2015,24.6,18.9,31.7,12.4,,15.1,1009.9
05/08/2015,24.1,18.3,29.4,0,,16.9,1010.7
